theta2,intensity,time
27.14,471.0,1.0
27.16,520.0,1.0
27.18,495.0,1.0
27.2,471.0,1.0
27.22,466.0,1.0
27.24,462.0,1.0
27.26,440.0,1.0
27.28,490.0,1.0
27.3,507.0,1.0
27.32,502.0,1.0
27.34,495.0,1.0
27.36,438.0,1.0
27.38,492.0,1.0
27.4,469.0,1.0
27.42,453.0,1.0
27.44,430.0,1.0
27.46,462.0,1.0
27.48,435.0,1.0
27.5,450.0,1.0
27.52,487.0,1.0
27.54,465.0,1.0
27.56,453.0,1.0
27.58,431.0,1.0
27.6,477.0,1.0
27.62,450.0,1.0
27.64,467.0,1.0
27.66,442.0,1.0
27.68,460.0,1.0
27.7,441.0,1.0
27.72,442.0,1.0
27.74,447.0,1.0
27.76,472.0,1.0
27.78,457.0,1.0
27.8,440.0,1.0
27.82,431.0,1.0
27.84,492.0,1.0
27.86,480.0,1.0
27.88,479.0,1.0
27.9,475.0,1.0
27.92,459.0,1.0
27.94,444.0,1.0
27.96,409.0,1.0
27.98,478.0,1.0
28.0,449.0,1.0
28.02,489.0,1.0
28.04,474.0,1.0
28.06,415.0,1.0
28.08,444.0,1.0
28.1,412.0,1.0
28.12,459.0,1.0
28.14,451.0,1.0
28.16,429.0,1.0
28.18,442.0,1.0
28.2,451.0,1.0
28.22,467.0,1.0
28.24,421.0,1.0
28.26,477.0,1.0
28.28,426.0,1.0
28.3,436.0,1.0
28.32,433.0,1.0
28.34,465.0,1.0
28.36,443.0,1.0
28.38,436.0,1.0
28.4,440.0,1.0
28.42,421.0,1.0
28.44,455.0,1.0
28.46,492.0,1.0
28.48,417.0,1.0
28.5,437.0,1.0
28.52,427.0,1.0
28.54,469.0,1.0
28.56,484.0,1.0
28.58,454.0,1.0
28.6,432.0,1.0
28.62,449.0,1.0
28.64,459.0,1.0
28.66,457.0,1.0
28.68,502.0,1.0
28.7,650.0,1.0
28.72,666.0,1.0
28.74,545.0,1.0
28.76,471.0,1.0
28.78,534.0,1.0
28.8,532.0,1.0
28.82,423.0,1.0
28.84,447.0,1.0
28.86,425.0,1.0
28.88,445.0,1.0
28.9,440.0,1.0
28.92,434.0,1.0
28.94,423.0,1.0
28.96,410.0,1.0
28.98,455.0,1.0
29.0,440.0,1.0
29.02,420.0,1.0
29.04,391.0,1.0
29.06,411.0,1.0
29.08,378.0,1.0
29.1,417.0,1.0
29.12,427.0,1.0
29.14,415.0,1.0
29.16,405.0,1.0
29.18,405.0,1.0
29.2,413.0,1.0
29.22,407.0,1.0
29.24,445.0,1.0
29.26,364.0,1.0
29.28,406.0,1.0
29.3,378.0,1.0
29.32,431.0,1.0
29.34,405.0,1.0
29.36,404.0,1.0
29.38,435.0,1.0
29.4,393.0,1.0
29.42,397.0,1.0
29.44,395.0,1.0
29.46,395.0,1.0
29.48,413.0,1.0
29.5,411.0,1.0
29.52,437.0,1.0
29.54,423.0,1.0
29.56,405.0,1.0
29.58,406.0,1.0
29.6,377.0,1.0
29.62,407.0,1.0
29.64,402.0,1.0
29.66,390.0,1.0
29.68,435.0,1.0
29.7,402.0,1.0
29.72,396.0,1.0
29.74,421.0,1.0
29.76,419.0,1.0
29.78,390.0,1.0
29.8,367.0,1.0
29.82,367.0,1.0
29.84,387.0,1.0
29.86,386.0,1.0
29.88,405.0,1.0
29.9,427.0,1.0
29.92,395.0,1.0
29.94,393.0,1.0
29.96,396.0,1.0
29.98,402.0,1.0
30.0,378.0,1.0
30.02,371.0,1.0
30.04,378.0,1.0
30.06,375.0,1.0
30.08,409.0,1.0
30.1,364.0,1.0
30.12,367.0,1.0
30.14,375.0,1.0
30.16,366.0,1.0
30.18,397.0,1.0
30.2,384.0,1.0
30.22,348.0,1.0
30.24,371.0,1.0
30.26,388.0,1.0
30.28,337.0,1.0
30.3,368.0,1.0
30.32,364.0,1.0
30.34,371.0,1.0
30.36,377.0,1.0
30.38,349.0,1.0
30.4,362.0,1.0
30.42,356.0,1.0
30.44,365.0,1.0
30.46,395.0,1.0
30.48,388.0,1.0
30.5,366.0,1.0
30.52,375.0,1.0
30.54,378.0,1.0
30.56,359.0,1.0
30.58,346.0,1.0
30.6,355.0,1.0
30.62,364.0,1.0
30.64,383.0,1.0
30.66,383.0,1.0
30.68,410.0,1.0
30.7,362.0,1.0
30.72,357.0,1.0
30.74,383.0,1.0
30.76,379.0,1.0
30.78,366.0,1.0
30.8,349.0,1.0
30.82,379.0,1.0
30.84,357.0,1.0
30.86,357.0,1.0
30.88,366.0,1.0
30.9,356.0,1.0
30.92,334.0,1.0
30.94,349.0,1.0
30.96,364.0,1.0
30.98,379.0,1.0
31.0,357.0,1.0
31.02,385.0,1.0
31.04,396.0,1.0
31.06,368.0,1.0
31.08,342.0,1.0
31.1,363.0,1.0
31.12,345.0,1.0
31.14,358.0,1.0
31.16,374.0,1.0
31.18,342.0,1.0
31.2,358.0,1.0
31.22,380.0,1.0
31.24,364.0,1.0
31.26,376.0,1.0
31.28,376.0,1.0
31.3,372.0,1.0
31.32,396.0,1.0
31.34,360.0,1.0
31.36,348.0,1.0
31.38,370.0,1.0
31.4,368.0,1.0
31.42,389.0,1.0
31.44,377.0,1.0
31.46,358.0,1.0
31.48,360.0,1.0
31.5,356.0,1.0
31.52,342.0,1.0
31.54,355.0,1.0
31.56,363.0,1.0
31.58,359.0,1.0
31.6,353.0,1.0
31.62,357.0,1.0
31.64,365.0,1.0
31.66,360.0,1.0
31.68,356.0,1.0
31.7,362.0,1.0
31.72,341.0,1.0
31.74,362.0,1.0
31.76,370.0,1.0
31.78,376.0,1.0
31.8,348.0,1.0
31.82,373.0,1.0
31.84,345.0,1.0
31.86,342.0,1.0
31.88,372.0,1.0
31.9,330.0,1.0
31.92,357.0,1.0
31.94,375.0,1.0
31.96,359.0,1.0
31.98,302.0,1.0
32.0,341.0,1.0
32.02,327.0,1.0
32.04,339.0,1.0
32.06,336.0,1.0
32.08,341.0,1.0
32.1,331.0,1.0
32.12,334.0,1.0
32.14,332.0,1.0
32.16,319.0,1.0
32.18,337.0,1.0
32.2,353.0,1.0
32.22,322.0,1.0
32.24,356.0,1.0
32.26,356.0,1.0
32.28,360.0,1.0
32.3,332.0,1.0
32.32,333.0,1.0
32.34,365.0,1.0
32.36,329.0,1.0
32.38,315.0,1.0
32.4,325.0,1.0
32.42,308.0,1.0
32.44,331.0,1.0
32.46,303.0,1.0
32.48,329.0,1.0
32.5,347.0,1.0
32.52,309.0,1.0
32.54,319.0,1.0
32.56,338.0,1.0
32.58,330.0,1.0
32.6,339.0,1.0
32.62,331.0,1.0
32.64,336.0,1.0
32.66,323.0,1.0
32.68,309.0,1.0
32.7,315.0,1.0
32.72,331.0,1.0
32.74,312.0,1.0
32.76,318.0,1.0
32.78,296.0,1.0
32.8,311.0,1.0
32.82,348.0,1.0
32.84,302.0,1.0
32.86,321.0,1.0
32.88,354.0,1.0
32.9,316.0,1.0
32.92,320.0,1.0
32.94,344.0,1.0
32.96,321.0,1.0
32.98,306.0,1.0
33.0,334.0,1.0
33.02,323.0,1.0
33.04,321.0,1.0
33.06,335.0,1.0
33.08,329.0,1.0
33.1,336.0,1.0
33.12,311.0,1.0
33.14,322.0,1.0
33.16,330.0,1.0
33.18,316.0,1.0
33.2,309.0,1.0
33.22,327.0,1.0
33.24,322.0,1.0
33.26,322.0,1.0
33.28,294.0,1.0
33.3,303.0,1.0
33.32,316.0,1.0
33.34,323.0,1.0
33.36,338.0,1.0
33.38,305.0,1.0
33.4,319.0,1.0
33.42,307.0,1.0
33.44,301.0,1.0
33.46,308.0,1.0
33.48,301.0,1.0
33.5,300.0,1.0
33.52,311.0,1.0
33.54,285.0,1.0
33.56,294.0,1.0
33.58,308.0,1.0
33.6,286.0,1.0
33.62,327.0,1.0
33.64,315.0,1.0
33.66,322.0,1.0
33.68,296.0,1.0
33.7,355.0,1.0
33.72,340.0,1.0
33.74,316.0,1.0
33.76,324.0,1.0
33.78,343.0,1.0
33.8,298.0,1.0
33.82,297.0,1.0
33.84,332.0,1.0
33.86,289.0,1.0
33.88,333.0,1.0
33.9,303.0,1.0
33.92,316.0,1.0
33.94,310.0,1.0
33.96,306.0,1.0
33.98,281.0,1.0
34.0,305.0,1.0
34.02,303.0,1.0
34.04,303.0,1.0
34.06,289.0,1.0
34.08,287.0,1.0
34.1,299.0,1.0
34.12,274.0,1.0
34.14,296.0,1.0
34.16,301.0,1.0
34.18,309.0,1.0
34.2,316.0,1.0
34.22,288.0,1.0
34.24,310.0,1.0
34.26,311.0,1.0
34.28,331.0,1.0
34.3,314.0,1.0
34.32,300.0,1.0
34.34,303.0,1.0
34.36,287.0,1.0
34.38,317.0,1.0
34.4,303.0,1.0
34.42,270.0,1.0
34.44,268.0,1.0
34.46,317.0,1.0
34.48,276.0,1.0
34.5,292.0,1.0
34.52,287.0,1.0
34.54,277.0,1.0
34.56,291.0,1.0
34.58,304.0,1.0
34.6,306.0,1.0
34.62,291.0,1.0
34.64,311.0,1.0
34.66,300.0,1.0
34.68,306.0,1.0
34.7,323.0,1.0
34.72,354.0,1.0
34.74,361.0,1.0
34.76,398.0,1.0
34.78,403.0,1.0
34.8,307.0,1.0
34.82,314.0,1.0
34.84,284.0,1.0
34.86,295.0,1.0
34.88,293.0,1.0
34.9,305.0,1.0
34.92,302.0,1.0
34.94,294.0,1.0
34.96,283.0,1.0
34.98,286.0,1.0
35.0,262.0,1.0
35.02,264.0,1.0
35.04,304.0,1.0
35.06,273.0,1.0
35.08,283.0,1.0
35.1,284.0,1.0
35.12,258.0,1.0
35.14,269.0,1.0
35.16,281.0,1.0
35.18,292.0,1.0
35.2,282.0,1.0
35.22,280.0,1.0
35.24,288.0,1.0
35.26,268.0,1.0
35.28,291.0,1.0
35.3,295.0,1.0
35.32,283.0,1.0
35.34,296.0,1.0
35.36,261.0,1.0
35.38,284.0,1.0
35.4,265.0,1.0
35.42,265.0,1.0
35.44,264.0,1.0
35.46,267.0,1.0
35.48,277.0,1.0
35.5,299.0,1.0
35.52,300.0,1.0
35.54,267.0,1.0
35.56,303.0,1.0
35.58,308.0,1.0
35.6,272.0,1.0
35.62,279.0,1.0
35.64,258.0,1.0
35.66,291.0,1.0
35.68,294.0,1.0
35.7,262.0,1.0
35.72,260.0,1.0
35.74,261.0,1.0
35.76,286.0,1.0
35.78,261.0,1.0
35.8,232.0,1.0
35.82,233.0,1.0
35.84,248.0,1.0
35.86,270.0,1.0
35.88,279.0,1.0
35.9,235.0,1.0
35.92,290.0,1.0
35.94,269.0,1.0
35.96,252.0,1.0
35.98,284.0,1.0
36.0,267.0,1.0
36.02,271.0,1.0
36.04,255.0,1.0
36.06,290.0,1.0
36.08,259.0,1.0
36.1,288.0,1.0
36.12,259.0,1.0
36.14,284.0,1.0
36.16,257.0,1.0
36.18,274.0,1.0
36.2,257.0,1.0
36.22,257.0,1.0
36.24,269.0,1.0
36.26,300.0,1.0
36.28,254.0,1.0
36.3,254.0,1.0
36.32,243.0,1.0
36.34,268.0,1.0
36.36,259.0,1.0
36.38,253.0,1.0
36.4,264.0,1.0
36.42,263.0,1.0
36.44,273.0,1.0
36.46,253.0,1.0
36.48,282.0,1.0
36.5,258.0,1.0
36.52,289.0,1.0
36.54,244.0,1.0
36.56,264.0,1.0
36.58,275.0,1.0
36.6,246.0,1.0
36.62,258.0,1.0
36.64,272.0,1.0
36.66,266.0,1.0
36.68,244.0,1.0
36.7,245.0,1.0
36.72,276.0,1.0
36.74,255.0,1.0
36.76,262.0,1.0
36.78,259.0,1.0
36.8,246.0,1.0
36.82,233.0,1.0
36.84,271.0,1.0
36.86,258.0,1.0
36.88,244.0,1.0
36.9,263.0,1.0
36.92,244.0,1.0
36.94,237.0,1.0
36.96,240.0,1.0
36.98,253.0,1.0
37.0,262.0,1.0
37.02,282.0,1.0
37.04,275.0,1.0
37.06,263.0,1.0
37.08,255.0,1.0
37.1,242.0,1.0
37.12,264.0,1.0
37.14,240.0,1.0
37.16,286.0,1.0
37.18,259.0,1.0
37.2,266.0,1.0
37.22,258.0,1.0
37.24,241.0,1.0
37.26,275.0,1.0
37.28,264.0,1.0
37.3,276.0,1.0
37.32,270.0,1.0
37.34,264.0,1.0
37.36,259.0,1.0
37.38,283.0,1.0
37.4,291.0,1.0
37.42,306.0,1.0
37.44,288.0,1.0
37.46,294.0,1.0
37.48,296.0,1.0
37.5,259.0,1.0
37.52,258.0,1.0
37.54,285.0,1.0
37.56,286.0,1.0
37.58,271.0,1.0
37.6,294.0,1.0
37.62,273.0,1.0
37.64,298.0,1.0
37.66,303.0,1.0
37.68,284.0,1.0
37.7,274.0,1.0
37.72,301.0,1.0
37.74,285.0,1.0
37.76,280.0,1.0
37.78,289.0,1.0
37.8,278.0,1.0
37.82,299.0,1.0
37.84,294.0,1.0
37.86,283.0,1.0
37.88,268.0,1.0
37.9,262.0,1.0
37.92,279.0,1.0
37.94,292.0,1.0
37.96,270.0,1.0
37.98,288.0,1.0
38.0,301.0,1.0
38.02,288.0,1.0
38.04,300.0,1.0
38.06,303.0,1.0
38.08,298.0,1.0
38.1,286.0,1.0
38.12,262.0,1.0
38.14,267.0,1.0
38.16,323.0,1.0
38.18,321.0,1.0
38.2,300.0,1.0
38.22,322.0,1.0
38.24,305.0,1.0
38.26,325.0,1.0
38.28,350.0,1.0
38.3,327.0,1.0
38.32,354.0,1.0
38.34,373.0,1.0
38.36,402.0,1.0
38.38,457.0,1.0
38.4,545.0,1.0
38.42,709.0,1.0
38.44,812.0,1.0
38.46,875.0,1.0
38.48,927.0,1.0
38.5,1200.0,1.0
38.52,1883.0,1.0
38.54,3944.0,1.0
38.56,6975.0,1.0
38.58,10318.0,1.0
38.6,17217.0,1.0
38.62,16782.0,1.0
38.64,7927.0,1.0
38.66,5352.0,1.0
38.68,6173.0,1.0
38.7,9108.0,1.0
38.72,8474.0,1.0
38.74,3682.0,1.0
38.76,1597.0,1.0
38.78,981.0,1.0
38.8,763.0,1.0
38.82,617.0,1.0
38.84,552.0,1.0
38.86,505.0,1.0
38.88,436.0,1.0
38.9,406.0,1.0
38.92,384.0,1.0
38.94,344.0,1.0
38.96,339.0,1.0
38.98,331.0,1.0
39.0,301.0,1.0
39.02,318.0,1.0
39.04,326.0,1.0
39.06,297.0,1.0
39.08,293.0,1.0
39.1,306.0,1.0
39.12,311.0,1.0
39.14,324.0,1.0
39.16,278.0,1.0
39.18,302.0,1.0
39.2,296.0,1.0
39.22,315.0,1.0
39.24,295.0,1.0
39.26,314.0,1.0
39.28,272.0,1.0
39.3,322.0,1.0
39.32,268.0,1.0
39.34,250.0,1.0
39.36,272.0,1.0
39.38,262.0,1.0
39.4,252.0,1.0
39.42,268.0,1.0
39.44,266.0,1.0
39.46,271.0,1.0
39.48,261.0,1.0
39.5,283.0,1.0
39.52,268.0,1.0
39.54,271.0,1.0
39.56,272.0,1.0
39.58,244.0,1.0
39.6,259.0,1.0
39.62,245.0,1.0
39.64,242.0,1.0
39.66,268.0,1.0
39.68,261.0,1.0
39.7,235.0,1.0
39.72,248.0,1.0
39.74,249.0,1.0
39.76,270.0,1.0
39.78,250.0,1.0
39.8,246.0,1.0
39.82,252.0,1.0
39.84,271.0,1.0
39.86,263.0,1.0
39.88,233.0,1.0
39.9,242.0,1.0
39.92,254.0,1.0
39.94,247.0,1.0
39.96,234.0,1.0
39.98,238.0,1.0
40.0,202.0,1.0
40.02,253.0,1.0
40.04,254.0,1.0
40.06,232.0,1.0
40.08,258.0,1.0
40.1,232.0,1.0
40.12,242.0,1.0
40.14,208.0,1.0
40.16,273.0,1.0
40.18,243.0,1.0
40.2,250.0,1.0
40.22,248.0,1.0
40.24,240.0,1.0
40.26,225.0,1.0
40.28,221.0,1.0
40.3,237.0,1.0
40.32,220.0,1.0
40.34,228.0,1.0
40.36,281.0,1.0
40.38,199.0,1.0
40.4,236.0,1.0
40.42,244.0,1.0
40.44,240.0,1.0
40.46,256.0,1.0
40.48,215.0,1.0
40.5,245.0,1.0
40.52,202.0,1.0
40.54,230.0,1.0
40.56,227.0,1.0
40.58,232.0,1.0
40.6,234.0,1.0
40.62,246.0,1.0
40.64,217.0,1.0
40.66,249.0,1.0
40.68,236.0,1.0
40.7,223.0,1.0
40.72,246.0,1.0
40.74,232.0,1.0
40.76,213.0,1.0
40.78,207.0,1.0
40.8,201.0,1.0
40.82,224.0,1.0
40.84,235.0,1.0
40.86,203.0,1.0
40.88,196.0,1.0
40.9,211.0,1.0
40.92,228.0,1.0
40.94,246.0,1.0
40.96,225.0,1.0
40.98,258.0,1.0
41.0,241.0,1.0
41.02,241.0,1.0
41.04,213.0,1.0
41.06,232.0,1.0
41.08,212.0,1.0
41.1,238.0,1.0
41.12,237.0,1.0
41.14,228.0,1.0
41.16,182.0,1.0
41.18,232.0,1.0
41.2,202.0,1.0
41.22,237.0,1.0
41.24,219.0,1.0
41.26,222.0,1.0
41.28,232.0,1.0
41.3,234.0,1.0
41.32,195.0,1.0
41.34,199.0,1.0
41.36,211.0,1.0
41.38,240.0,1.0
41.4,238.0,1.0
41.42,237.0,1.0
41.44,221.0,1.0
41.46,215.0,1.0
41.48,236.0,1.0
41.5,242.0,1.0
41.52,209.0,1.0
41.54,233.0,1.0
41.56,237.0,1.0
41.58,190.0,1.0
41.6,216.0,1.0
41.62,212.0,1.0
41.64,209.0,1.0
41.66,212.0,1.0
41.68,186.0,1.0
41.7,213.0,1.0
41.72,219.0,1.0
41.74,224.0,1.0
41.76,211.0,1.0
41.78,217.0,1.0
41.8,205.0,1.0
41.82,194.0,1.0
41.84,218.0,1.0
41.86,213.0,1.0
41.88,217.0,1.0
41.9,203.0,1.0
41.92,222.0,1.0
41.94,204.0,1.0
41.96,215.0,1.0
41.98,223.0,1.0
42.0,181.0,1.0
42.02,214.0,1.0
42.04,204.0,1.0
42.06,205.0,1.0
42.08,183.0,1.0
42.1,204.0,1.0
42.12,219.0,1.0
42.14,226.0,1.0
42.16,193.0,1.0
42.18,205.0,1.0
42.2,206.0,1.0
42.22,213.0,1.0
42.24,232.0,1.0
42.26,208.0,1.0
42.28,215.0,1.0
42.3,178.0,1.0
42.32,221.0,1.0
42.34,219.0,1.0
42.36,199.0,1.0
42.38,210.0,1.0
42.4,219.0,1.0
42.42,219.0,1.0
42.44,205.0,1.0
42.46,206.0,1.0
42.48,203.0,1.0
42.5,196.0,1.0
42.52,189.0,1.0
42.54,213.0,1.0
42.56,207.0,1.0
42.58,188.0,1.0
42.6,206.0,1.0
42.62,212.0,1.0
42.64,207.0,1.0
42.66,217.0,1.0
42.68,212.0,1.0
42.7,189.0,1.0
42.72,202.0,1.0
42.74,218.0,1.0
42.76,213.0,1.0
42.78,215.0,1.0
42.8,187.0,1.0
42.82,197.0,1.0
42.84,195.0,1.0
42.86,207.0,1.0
42.88,176.0,1.0
42.9,201.0,1.0
42.92,186.0,1.0
42.94,176.0,1.0
42.96,193.0,1.0
42.98,189.0,1.0
43.0,172.0,1.0
43.02,175.0,1.0
43.04,190.0,1.0
43.06,219.0,1.0
43.08,208.0,1.0
43.1,237.0,1.0
43.12,217.0,1.0
43.14,204.0,1.0
43.16,214.0,1.0
43.18,202.0,1.0
43.2,168.0,1.0
43.22,168.0,1.0
43.24,196.0,1.0
43.26,210.0,1.0
43.28,184.0,1.0
43.3,202.0,1.0
43.32,190.0,1.0
43.34,205.0,1.0
43.36,179.0,1.0
43.38,190.0,1.0
43.4,205.0,1.0
43.42,195.0,1.0
43.44,203.0,1.0
43.46,221.0,1.0
43.48,186.0,1.0
43.5,227.0,1.0
43.52,181.0,1.0
43.54,190.0,1.0
43.56,192.0,1.0
43.58,176.0,1.0
43.6,203.0,1.0
43.62,181.0,1.0
43.64,213.0,1.0
43.66,202.0,1.0
43.68,187.0,1.0
43.7,203.0,1.0
43.72,187.0,1.0
43.74,204.0,1.0
43.76,198.0,1.0
43.78,210.0,1.0
43.8,166.0,1.0
43.82,202.0,1.0
43.84,211.0,1.0
43.86,203.0,1.0
43.88,209.0,1.0
43.9,180.0,1.0
43.92,198.0,1.0
43.94,177.0,1.0
43.96,187.0,1.0
43.98,198.0,1.0
44.0,187.0,1.0
44.02,181.0,1.0
44.04,181.0,1.0
44.06,187.0,1.0
44.08,200.0,1.0
44.1,191.0,1.0
44.12,196.0,1.0
44.14,171.0,1.0
44.16,209.0,1.0
44.18,180.0,1.0
44.2,162.0,1.0
44.22,177.0,1.0
44.24,195.0,1.0
44.26,200.0,1.0
44.28,205.0,1.0
44.3,175.0,1.0
44.32,166.0,1.0
44.34,176.0,1.0
44.36,181.0,1.0
44.38,202.0,1.0
44.4,207.0,1.0
44.42,163.0,1.0
44.44,171.0,1.0
44.46,190.0,1.0
44.48,204.0,1.0
44.5,197.0,1.0
44.52,182.0,1.0
44.54,194.0,1.0
44.56,206.0,1.0
44.58,203.0,1.0
44.6,209.0,1.0
44.62,181.0,1.0
44.64,180.0,1.0
44.66,192.0,1.0
44.68,200.0,1.0
44.7,198.0,1.0
44.72,184.0,1.0
44.74,195.0,1.0
44.76,203.0,1.0
44.78,172.0,1.0
44.8,182.0,1.0
44.82,173.0,1.0
44.84,206.0,1.0
44.86,194.0,1.0
44.88,184.0,1.0
44.9,171.0,1.0
44.92,198.0,1.0
44.94,172.0,1.0
44.96,191.0,1.0
44.98,209.0,1.0
45.0,188.0,1.0
45.02,176.0,1.0
45.04,220.0,1.0
45.06,183.0,1.0
45.08,194.0,1.0
45.1,203.0,1.0
45.12,196.0,1.0
45.14,192.0,1.0
45.16,198.0,1.0
45.18,172.0,1.0
45.2,162.0,1.0
45.22,193.0,1.0
45.24,181.0,1.0
45.26,186.0,1.0
45.28,167.0,1.0
45.3,165.0,1.0
45.32,179.0,1.0
45.34,161.0,1.0
45.36,175.0,1.0
45.38,196.0,1.0
45.4,179.0,1.0
45.42,189.0,1.0
45.44,160.0,1.0
45.46,173.0,1.0
45.48,168.0,1.0
45.5,196.0,1.0
45.52,174.0,1.0
45.54,183.0,1.0
45.56,162.0,1.0
45.58,164.0,1.0
45.6,173.0,1.0
45.62,178.0,1.0
45.64,164.0,1.0
45.66,185.0,1.0
45.68,192.0,1.0
45.7,174.0,1.0
45.72,173.0,1.0
45.74,163.0,1.0
45.76,173.0,1.0
45.78,170.0,1.0
45.8,161.0,1.0
45.82,189.0,1.0
45.84,175.0,1.0
45.86,180.0,1.0
45.88,167.0,1.0
45.9,198.0,1.0
45.92,175.0,1.0
45.94,204.0,1.0
45.96,162.0,1.0
45.98,156.0,1.0
46.0,181.0,1.0
46.02,169.0,1.0
46.04,166.0,1.0
46.06,170.0,1.0
46.08,191.0,1.0
46.1,143.0,1.0
46.12,163.0,1.0
46.14,178.0,1.0
46.16,173.0,1.0
46.18,156.0,1.0
46.2,188.0,1.0
46.22,169.0,1.0
46.24,164.0,1.0
46.26,166.0,1.0
46.28,163.0,1.0
46.3,174.0,1.0
46.32,188.0,1.0
46.34,156.0,1.0
46.36,170.0,1.0
46.38,192.0,1.0
46.4,178.0,1.0
46.42,161.0,1.0
46.44,178.0,1.0
46.46,169.0,1.0
46.48,160.0,1.0
46.5,172.0,1.0
46.52,183.0,1.0
46.54,161.0,1.0
46.56,152.0,1.0
46.58,200.0,1.0
46.6,187.0,1.0
46.62,179.0,1.0
46.64,162.0,1.0
46.66,181.0,1.0
46.68,168.0,1.0
46.7,154.0,1.0
46.72,162.0,1.0
46.74,159.0,1.0
46.76,187.0,1.0
46.78,167.0,1.0
46.8,151.0,1.0
46.82,175.0,1.0
46.84,175.0,1.0
46.86,167.0,1.0
46.88,184.0,1.0
46.9,148.0,1.0
46.92,169.0,1.0
46.94,177.0,1.0
46.96,181.0,1.0
46.98,161.0,1.0
47.0,177.0,1.0
47.02,171.0,1.0
47.04,183.0,1.0
47.06,172.0,1.0
47.08,186.0,1.0
47.1,191.0,1.0
47.12,174.0,1.0
47.14,149.0,1.0
47.16,164.0,1.0
47.18,165.0,1.0
47.2,164.0,1.0
47.22,184.0,1.0
47.24,155.0,1.0
47.26,168.0,1.0
47.28,164.0,1.0
47.3,171.0,1.0
47.32,162.0,1.0
47.34,171.0,1.0
47.36,161.0,1.0
47.38,183.0,1.0
47.4,176.0,1.0
47.42,179.0,1.0
47.44,168.0,1.0
47.46,179.0,1.0
47.48,172.0,1.0
47.5,168.0,1.0
47.52,170.0,1.0
47.54,174.0,1.0
47.56,163.0,1.0
47.58,179.0,1.0
47.6,168.0,1.0
47.62,172.0,1.0
47.64,178.0,1.0
47.66,179.0,1.0
47.68,165.0,1.0
47.7,167.0,1.0
47.72,180.0,1.0
47.74,178.0,1.0
47.76,154.0,1.0
47.78,165.0,1.0
47.8,176.0,1.0
47.82,153.0,1.0
47.84,173.0,1.0
47.86,179.0,1.0
47.88,170.0,1.0
47.9,149.0,1.0
47.92,167.0,1.0
47.94,144.0,1.0
47.96,166.0,1.0
47.98,165.0,1.0
48.0,170.0,1.0
48.02,142.0,1.0
48.04,168.0,1.0
48.06,152.0,1.0
48.08,152.0,1.0
48.1,154.0,1.0
48.12,180.0,1.0
48.14,175.0,1.0
48.16,199.0,1.0
48.18,170.0,1.0
48.2,158.0,1.0
48.22,190.0,1.0
48.24,161.0,1.0
48.26,166.0,1.0
48.28,169.0,1.0
48.3,172.0,1.0
48.32,166.0,1.0
48.34,162.0,1.0
48.36,182.0,1.0
48.38,170.0,1.0
48.4,169.0,1.0
48.42,160.0,1.0
48.44,178.0,1.0
48.46,146.0,1.0
48.48,162.0,1.0
48.5,164.0,1.0
48.52,171.0,1.0
48.54,164.0,1.0
48.56,159.0,1.0
48.58,184.0,1.0
48.6,175.0,1.0
48.62,193.0,1.0
48.64,212.0,1.0
48.66,205.0,1.0
48.68,217.0,1.0
48.7,212.0,1.0
48.72,265.0,1.0
48.74,382.0,1.0
48.76,526.0,1.0
48.78,685.0,1.0
48.8,1072.0,1.0
48.82,1289.0,1.0
48.84,788.0,1.0
48.86,495.0,1.0
48.88,415.0,1.0
48.9,405.0,1.0
48.92,582.0,1.0
48.94,715.0,1.0
48.96,651.0,1.0
48.98,398.0,1.0
49.0,258.0,1.0
49.02,216.0,1.0
49.04,167.0,1.0
49.06,193.0,1.0
49.08,184.0,1.0
49.1,183.0,1.0
49.12,162.0,1.0
49.14,155.0,1.0
49.16,152.0,1.0
49.18,160.0,1.0
49.2,162.0,1.0
49.22,181.0,1.0
49.24,176.0,1.0
49.26,171.0,1.0
49.28,157.0,1.0
49.3,167.0,1.0
49.32,165.0,1.0
49.34,171.0,1.0
49.36,176.0,1.0
49.38,157.0,1.0
49.4,149.0,1.0
49.42,154.0,1.0
49.44,168.0,1.0
49.46,168.0,1.0
49.48,190.0,1.0
49.5,154.0,1.0
49.52,166.0,1.0
49.54,161.0,1.0
49.56,148.0,1.0
49.58,161.0,1.0
49.6,160.0,1.0
49.62,156.0,1.0
49.64,155.0,1.0
49.66,147.0,1.0
49.68,129.0,1.0
49.7,144.0,1.0
49.72,173.0,1.0
49.74,138.0,1.0
49.76,171.0,1.0
49.78,170.0,1.0
49.8,152.0,1.0
49.82,177.0,1.0
49.84,163.0,1.0
49.86,170.0,1.0
49.88,154.0,1.0
49.9,169.0,1.0
49.92,184.0,1.0
49.94,161.0,1.0
49.96,176.0,1.0
49.98,160.0,1.0
50.0,172.0,1.0
50.02,176.0,1.0
50.04,170.0,1.0
50.06,145.0,1.0
50.08,156.0,1.0
50.1,168.0,1.0
50.12,194.0,1.0
50.14,166.0,1.0
50.16,170.0,1.0
50.18,168.0,1.0
50.2,164.0,1.0
50.22,161.0,1.0
50.24,168.0,1.0
50.26,153.0,1.0
50.28,161.0,1.0
50.3,189.0,1.0
50.32,162.0,1.0
50.34,184.0,1.0
50.36,141.0,1.0
50.38,156.0,1.0
50.4,180.0,1.0
