theta2,intensity,time
50.42,170.0,1.0
50.44,142.0,1.0
50.46,153.0,1.0
50.48,166.0,1.0
50.5,144.0,1.0
50.52,143.0,1.0
50.54,143.0,1.0
50.56,153.0,1.0
50.58,163.0,1.0
50.6,156.0,1.0
50.62,166.0,1.0
50.64,161.0,1.0
50.66,155.0,1.0
50.68,161.0,1.0
50.7,153.0,1.0
50.72,159.0,1.0
50.74,156.0,1.0
50.76,152.0,1.0
50.78,145.0,1.0
50.8,166.0,1.0
50.82,152.0,1.0
50.84,157.0,1.0
50.86,162.0,1.0
50.88,144.0,1.0
50.9,147.0,1.0
50.92,147.0,1.0
50.94,143.0,1.0
50.96,172.0,1.0
50.98,178.0,1.0
51.0,137.0,1.0
51.02,162.0,1.0
51.04,145.0,1.0
51.06,141.0,1.0
51.08,159.0,1.0
51.1,155.0,1.0
51.12,168.0,1.0
51.14,164.0,1.0
51.16,154.0,1.0
51.18,167.0,1.0
51.2,145.0,1.0
51.22,157.0,1.0
51.24,143.0,1.0
51.26,162.0,1.0
51.28,151.0,1.0
51.3,145.0,1.0
51.32,155.0,1.0
51.34,161.0,1.0
51.36,141.0,1.0
51.38,153.0,1.0
51.4,150.0,1.0
51.42,158.0,1.0
51.44,149.0,1.0
51.46,147.0,1.0
51.48,150.0,1.0
51.5,150.0,1.0
51.52,163.0,1.0
51.54,171.0,1.0
51.56,176.0,1.0
51.58,163.0,1.0
51.6,162.0,1.0
51.62,134.0,1.0
51.64,140.0,1.0
51.66,179.0,1.0
51.68,153.0,1.0
51.7,137.0,1.0
51.72,147.0,1.0
51.74,167.0,1.0
51.76,129.0,1.0
51.78,130.0,1.0
51.8,158.0,1.0
51.82,157.0,1.0
51.84,144.0,1.0
51.86,166.0,1.0
51.88,145.0,1.0
51.9,164.0,1.0
51.92,148.0,1.0
51.94,153.0,1.0
51.96,148.0,1.0
51.98,138.0,1.0
52.0,156.0,1.0
52.02,139.0,1.0
52.04,143.0,1.0
52.06,148.0,1.0
52.08,123.0,1.0
52.1,147.0,1.0
52.12,141.0,1.0
52.14,156.0,1.0
52.16,152.0,1.0
52.18,175.0,1.0
52.2,149.0,1.0
52.22,157.0,1.0
52.24,175.0,1.0
52.26,145.0,1.0
52.28,158.0,1.0
52.3,151.0,1.0
52.32,148.0,1.0
52.34,143.0,1.0
52.36,149.0,1.0
52.38,168.0,1.0
52.4,150.0,1.0
52.42,146.0,1.0
52.44,135.0,1.0
52.46,143.0,1.0
52.48,147.0,1.0
52.5,151.0,1.0
52.52,160.0,1.0
52.54,142.0,1.0
52.56,144.0,1.0
52.58,145.0,1.0
52.6,144.0,1.0
52.62,143.0,1.0
52.64,159.0,1.0
52.66,147.0,1.0
52.68,152.0,1.0
52.7,172.0,1.0
52.72,160.0,1.0
52.74,131.0,1.0
52.76,164.0,1.0
52.78,147.0,1.0
52.8,156.0,1.0
52.82,139.0,1.0
52.84,152.0,1.0
52.86,135.0,1.0
52.88,151.0,1.0
52.9,158.0,1.0
52.92,136.0,1.0
52.94,150.0,1.0
52.96,158.0,1.0
52.98,160.0,1.0
53.0,152.0,1.0
53.02,164.0,1.0
53.04,117.0,1.0
53.06,158.0,1.0
53.08,149.0,1.0
53.1,141.0,1.0
53.12,138.0,1.0
53.14,142.0,1.0
53.16,166.0,1.0
53.18,145.0,1.0
53.2,137.0,1.0
53.22,160.0,1.0
53.24,147.0,1.0
53.26,130.0,1.0
53.28,155.0,1.0
53.3,146.0,1.0
53.32,136.0,1.0
53.34,130.0,1.0
53.36,151.0,1.0
53.38,124.0,1.0
53.4,137.0,1.0
53.42,128.0,1.0
53.44,160.0,1.0
53.46,138.0,1.0
53.48,132.0,1.0
53.5,147.0,1.0
53.52,155.0,1.0
53.54,128.0,1.0
53.56,128.0,1.0
53.58,139.0,1.0
53.6,127.0,1.0
53.62,124.0,1.0
53.64,144.0,1.0
53.66,144.0,1.0
53.68,149.0,1.0
53.7,147.0,1.0
53.72,134.0,1.0
53.74,137.0,1.0
53.76,155.0,1.0
53.78,135.0,1.0
53.8,172.0,1.0
53.82,148.0,1.0
53.84,147.0,1.0
53.86,155.0,1.0
53.88,153.0,1.0
53.9,139.0,1.0
53.92,146.0,1.0
53.94,138.0,1.0
53.96,160.0,1.0
53.98,135.0,1.0
54.0,161.0,1.0
54.02,152.0,1.0
54.04,135.0,1.0
54.06,168.0,1.0
54.08,147.0,1.0
54.1,132.0,1.0
54.12,154.0,1.0
54.14,152.0,1.0
54.16,141.0,1.0
54.18,139.0,1.0
54.2,150.0,1.0
54.22,151.0,1.0
54.24,130.0,1.0
54.26,146.0,1.0
54.28,156.0,1.0
54.3,126.0,1.0
54.32,146.0,1.0
54.34,151.0,1.0
54.36,142.0,1.0
54.38,163.0,1.0
54.4,152.0,1.0
54.42,155.0,1.0
54.44,141.0,1.0
54.46,143.0,1.0
54.48,145.0,1.0
54.5,141.0,1.0
54.52,141.0,1.0
54.54,161.0,1.0
54.56,131.0,1.0
54.58,137.0,1.0
54.6,127.0,1.0
54.62,160.0,1.0
54.64,138.0,1.0
54.66,134.0,1.0
54.68,149.0,1.0
54.7,145.0,1.0
54.72,131.0,1.0
54.74,161.0,1.0
54.76,164.0,1.0
54.78,155.0,1.0
54.8,164.0,1.0
54.82,143.0,1.0
54.84,139.0,1.0
54.86,143.0,1.0
54.88,140.0,1.0
54.9,134.0,1.0
54.92,150.0,1.0
54.94,141.0,1.0
54.96,147.0,1.0
54.98,138.0,1.0
55.0,129.0,1.0
55.02,164.0,1.0
55.04,143.0,1.0
55.06,130.0,1.0
55.08,144.0,1.0
55.1,169.0,1.0
55.12,134.0,1.0
55.14,139.0,1.0
55.16,149.0,1.0
55.18,147.0,1.0
55.2,134.0,1.0
55.22,155.0,1.0
55.24,151.0,1.0
55.26,148.0,1.0
55.28,150.0,1.0
55.3,152.0,1.0
55.32,136.0,1.0
55.34,137.0,1.0
55.36,151.0,1.0
55.38,151.0,1.0
55.4,142.0,1.0
55.42,165.0,1.0
55.44,149.0,1.0
55.46,146.0,1.0
55.48,146.0,1.0
55.5,156.0,1.0
55.52,144.0,1.0
55.54,158.0,1.0
55.56,148.0,1.0
55.58,154.0,1.0
55.6,147.0,1.0
55.62,143.0,1.0
55.64,144.0,1.0
55.66,152.0,1.0
55.68,164.0,1.0
55.7,125.0,1.0
55.72,134.0,1.0
55.74,142.0,1.0
55.76,151.0,1.0
55.78,157.0,1.0
55.8,152.0,1.0
55.82,151.0,1.0
55.84,149.0,1.0
55.86,153.0,1.0
55.88,137.0,1.0
55.9,169.0,1.0
55.92,128.0,1.0
55.94,155.0,1.0
55.96,125.0,1.0
55.98,153.0,1.0
56.0,155.0,1.0
56.02,150.0,1.0
56.04,145.0,1.0
56.06,176.0,1.0
56.08,128.0,1.0
56.1,161.0,1.0
56.12,155.0,1.0
56.14,137.0,1.0
56.16,147.0,1.0
56.18,159.0,1.0
56.2,157.0,1.0
56.22,155.0,1.0
56.24,149.0,1.0
56.26,137.0,1.0
56.28,130.0,1.0
56.3,157.0,1.0
56.32,158.0,1.0
56.34,154.0,1.0
56.36,142.0,1.0
56.38,137.0,1.0
56.4,145.0,1.0
56.42,172.0,1.0
56.44,156.0,1.0
56.46,150.0,1.0
56.48,159.0,1.0
56.5,148.0,1.0
56.52,157.0,1.0
56.54,134.0,1.0
56.56,138.0,1.0
56.58,149.0,1.0
56.6,144.0,1.0
56.62,149.0,1.0
56.64,154.0,1.0
56.66,181.0,1.0
56.68,167.0,1.0
56.7,162.0,1.0
56.72,153.0,1.0
56.74,146.0,1.0
56.76,142.0,1.0
56.78,146.0,1.0
56.8,160.0,1.0
56.82,159.0,1.0
56.84,163.0,1.0
56.86,154.0,1.0
56.88,126.0,1.0
56.9,135.0,1.0
56.92,131.0,1.0
56.94,155.0,1.0
56.96,139.0,1.0
56.98,168.0,1.0
57.0,128.0,1.0
57.02,134.0,1.0
57.04,136.0,1.0
57.06,154.0,1.0
57.08,172.0,1.0
57.1,151.0,1.0
57.12,141.0,1.0
57.14,176.0,1.0
57.16,190.0,1.0
57.18,137.0,1.0
57.2,165.0,1.0
57.22,139.0,1.0
57.24,161.0,1.0
57.26,146.0,1.0
57.28,133.0,1.0
57.3,155.0,1.0
57.32,153.0,1.0
57.34,171.0,1.0
57.36,137.0,1.0
57.38,139.0,1.0
57.4,147.0,1.0
57.42,144.0,1.0
57.44,155.0,1.0
57.46,129.0,1.0
57.48,159.0,1.0
57.5,157.0,1.0
57.52,154.0,1.0
57.54,146.0,1.0
57.56,143.0,1.0
57.58,155.0,1.0
57.6,138.0,1.0
57.62,150.0,1.0
57.64,172.0,1.0
57.66,170.0,1.0
57.68,166.0,1.0
57.7,158.0,1.0
57.72,148.0,1.0
57.74,163.0,1.0
57.76,163.0,1.0
57.78,149.0,1.0
57.8,166.0,1.0
57.82,155.0,1.0
57.84,157.0,1.0
57.86,158.0,1.0
57.88,161.0,1.0
57.9,155.0,1.0
57.92,154.0,1.0
57.94,134.0,1.0
57.96,141.0,1.0
57.98,153.0,1.0
58.0,146.0,1.0
58.02,140.0,1.0
58.04,132.0,1.0
58.06,137.0,1.0
58.08,151.0,1.0
58.1,172.0,1.0
58.12,144.0,1.0
58.14,148.0,1.0
58.16,146.0,1.0
58.18,154.0,1.0
58.2,157.0,1.0
58.22,156.0,1.0
58.24,143.0,1.0
58.26,169.0,1.0
58.28,155.0,1.0
58.3,158.0,1.0
58.32,149.0,1.0
58.34,161.0,1.0
58.36,169.0,1.0
58.38,142.0,1.0
58.4,159.0,1.0
58.42,149.0,1.0
58.44,147.0,1.0
58.46,142.0,1.0
58.48,165.0,1.0
58.5,169.0,1.0
58.52,171.0,1.0
58.54,162.0,1.0
58.56,151.0,1.0
58.58,151.0,1.0
58.6,135.0,1.0
58.62,144.0,1.0
58.64,150.0,1.0
58.66,150.0,1.0
58.68,163.0,1.0
58.7,157.0,1.0
58.72,153.0,1.0
58.74,156.0,1.0
58.76,150.0,1.0
58.78,142.0,1.0
58.8,141.0,1.0
58.82,150.0,1.0
58.84,171.0,1.0
58.86,158.0,1.0
58.88,170.0,1.0
58.9,166.0,1.0
58.92,147.0,1.0
58.94,169.0,1.0
58.96,151.0,1.0
58.98,161.0,1.0
59.0,139.0,1.0
59.02,134.0,1.0
59.04,145.0,1.0
59.06,149.0,1.0
59.08,160.0,1.0
59.1,145.0,1.0
59.12,156.0,1.0
59.14,169.0,1.0
59.16,140.0,1.0
59.18,163.0,1.0
59.2,165.0,1.0
59.22,146.0,1.0
59.24,146.0,1.0
59.26,172.0,1.0
59.28,168.0,1.0
59.3,179.0,1.0
59.32,164.0,1.0
59.34,179.0,1.0
59.36,154.0,1.0
59.38,161.0,1.0
59.4,195.0,1.0
59.42,195.0,1.0
59.44,229.0,1.0
59.46,247.0,1.0
59.48,238.0,1.0
59.5,179.0,1.0
59.52,161.0,1.0
59.54,166.0,1.0
59.56,185.0,1.0
59.58,209.0,1.0
59.6,172.0,1.0
59.62,201.0,1.0
59.64,205.0,1.0
59.66,172.0,1.0
59.68,187.0,1.0
59.7,158.0,1.0
59.72,148.0,1.0
59.74,134.0,1.0
59.76,178.0,1.0
59.78,164.0,1.0
59.8,152.0,1.0
59.82,168.0,1.0
59.84,176.0,1.0
59.86,169.0,1.0
59.88,145.0,1.0
59.9,182.0,1.0
59.92,162.0,1.0
59.94,183.0,1.0
59.96,154.0,1.0
59.98,159.0,1.0
60.0,152.0,1.0
